cliente_id;nombre_cliente;segmento_cliente;ciudad;edad;ingreso_estimado;producto;saldo_producto;cupo_credito;fecha_vencimiento;fecha_movimiento;categoria_consumo;monto_consumo;canal;estado_producto
C000519;Cliente 0519;Joven;Manta;38,0;627,12;Tarjeta De Crédito;795,37;1200,0;2027-06-29;2025-12-31;Travel;18,87;Web;Activo
C001833;Cliente 1833;Pyme;Guayaquil;22,0;6267,12;Crédito Vehicular;17983,16;0,0;2031-02-28;2026-02-22;No Aplica;0,0;Branch;Activo
C000434;Cliente 0434;Mass;Quito;33,0;1499,55;Tarjeta De Crédito;471,74;1900,0;2030-02-17;2026-08-13;Food;13,48;Pos;Activo
C001400;Cliente 1400;Affluent;Guayaquil;47,0;1985,16;Crédito Hipotecario;82883,73;0,0;2031-11-14;2025-04-07;No Aplica;0,0;Branch;Activo
C000159;Cliente 0159;Joven;Guayaquil;50,0;675,06;Tarjeta De Crédito;369,69;1600,0;2029-02-27;2025-10-18;Entertainment;49,03;Pos;Activo
C000249;Cliente 0249;Premium;Manta;33,0;6269,8;Tarjeta De Crédito;5676,85;18700,0;2028-06-17;2025-04-28;Education;315,94;Web;Activo
C001247;Cliente 1247;Mass;Quito;52,0;1477,61;Tarjeta De Crédito;463,81;2500,0;2028-11-11;2026-05-20;Supermarket;180,46;App;Activo
C000658;Cliente 0658;Mass;Guayaquil;49,0;985,86;Tarjeta De Crédito;0,0;1100,0;2026-11-12;2026-07-11;Health;37,06;Web;Activo
C000534;Cliente 0534;Mass;Manta;22,0;1135,26;Crédito Hipotecario;68969,72;0,0;2028-02-04;2025-06-15;No Aplica;0,0;Web;Activo
C002058;Cliente 2058;Pyme;Loja;64,0;4964,99;Tarjeta De Crédito;4489,32;12700,0;2029-04-11;2025-11-02;Streaming;154,73;Pos;Activo
C002037;Cliente 2037;Mass;Guayaquil;49,0;852,66;Tarjeta De Crédito;937,87;2400,0;2030-09-18;2025-03-17;Fuel;15,5;Branch;Activo
C001068;Cliente 1068;Mass;Manta;45,0;997,97;Cuenta De Ahorros;2491,73;0,0;;2025-01-26;No Aplica;0,0;Branch;Activo
C001276;Cliente 1276;Mass;Quito;23,0;1053,99;Tarjeta De Crédito;411,19;1100,0;2029-02-18;2026-03-04;Technology;239,15;Branch;Activo
C000895;Cliente 0895;Affluent;Guayaquil;18,0;1758,52;Tarjeta De Crédito;839,95;2100,0;2027-03-15;2025-02-25;Streaming;73,7;Web;Activo
C001239;Cliente 1239;Mass;Guayaquil;55,0;814,94;Crédito De Consumo;1840,26;0,0;2028-04-12;2026-05-12;No Aplica;0,0;App;Activo
C000998;Cliente 0998;Premium;Ambato;47,0;5225,78;Tarjeta De Crédito;0,0;9900,0;2028-10-08;2026-02-16;Food;237,79;App;Activo
C000432;Cliente 0432;Mass;Guayaquil;39,0;1061,42;Tarjeta De Crédito;351,16;1200,0;2027-06-24;2026-05-10;Technology;16,08;Pos;Activo
C000875;Cliente 0875;Pyme;Guayaquil;33,0;3585,4;Tarjeta De Crédito;1473,71;6200,0;2029-03-06;2026-07-06;Supermarket;314,31;Pos;Activo
C001135;Cliente 1135;Premium;Ambato;35,0;2048,43;Tarjeta De Crédito;1404,59;4900,0;2028-02-29;2025-12-14;Others;62,45;Atm;Activo
C000743;Cliente 0743;Mass;Guayaquil;39,0;1318,04;Tarjeta De Crédito;436,3;1500,0;2029-07-24;2025-08-14;Food;59,32;Pos;Activo
C001105;Cliente 1105;Mass;Quito;56,0;422,26;Tarjeta De Crédito;200,89;800,0;2029-07-29;2026-03-18;Supermarket;47,93;Branch;Activo
C002200;Cliente 2200;Premium;Ambato;32,0;4968,54;Tarjeta De Crédito;4787,44;9900,0;2028-07-05;2026-04-09;Entertainment;478,1;Pos;Activo
C001935;Cliente 1935;Mass;Cuenca;18,0;889,13;Cuenta De Ahorros;366,96;0,0;;2026-03-31;No Aplica;0,0;App;Activo
C000334;Cliente 0334;Mass;Guayaquil;48,0;788,87;Tarjeta De Crédito;434,95;1800,0;2027-09-04;2026-08-29;Entertainment;9,24;Pos;Activo
C000368;Cliente 0368;Mass;Loja;30,0;653,21;Tarjeta De Crédito;522,73;900,0;2027-03-16;2026-04-28;Education;18,67;Web;Activo
C001943;Cliente 1943;Pyme;Guayaquil;33,0;1920,72;Crédito Hipotecario;89938,53;0,0;2032-02-08;2025-02-06;No Aplica;0,0;Web;Activo
C000340;Cliente 0340;Affluent;Guayaquil;40,0;1902,78;Tarjeta De Crédito;573,62;2200,0;2029-11-25;2026-03-10;Travel;353,6;Pos;Activo
C001155;Cliente 1155;Mass;Guayaquil;37,0;754,58;Crédito Hipotecario;71348,44;0,0;2032-01-12;2026-04-03;No Aplica;0,0;Atm;Activo
C002137;Cliente 2137;Affluent;Quito;49,0;2666,75;Crédito De Consumo;13750,05;0,0;2028-03-08;2026-04-05;No Aplica;0,0;Web;Activo
C001601;Cliente 1601;Mass;Guayaquil;44,0;713,38;Tarjeta De Crédito;341,25;900,0;2030-04-21;2025-06-19;Supermarket;37,79;Pos;Activo
C000482;Cliente 0482;Affluent;Quito;32,0;1254,56;Tarjeta De Crédito;117,98;2100,0;2029-01-31;2025-01-10;Food;79,45;Branch;Activo
C001089;Cliente 1089;Mass;Quito;36,0;958,9;Tarjeta De Crédito;399,71;1600,0;2029-04-27;2026-02-22;Food;89,29;Pos;Activo
C001798;Cliente 1798;Joven;Guayaquil;60,0;692,35;Crédito De Consumo;2422,54;0,0;2031-11-15;2026-02-02;No Aplica;0,0;Web;Activo
C000783;Cliente 0783;Pyme;Guayaquil;31,0;2301,42;Tarjeta De Crédito;2853,63;5700,0;2028-11-29;2025-10-05;Travel;107,35;Web;Activo
C001102;Cliente 1102;Premium;Manta;41,0;4931,14;Crédito De Consumo;29936,73;0,0;2030-01-31;2026-05-01;No Aplica;0,0;Branch;Activo
C001793;Cliente 1793;Mass;Guayaquil;44,0;636,16;Tarjeta De Crédito;79,01;700,0;2030-05-11;2026-05-11;Entertainment;30,34;App;Activo
C000882;Cliente 0882;Mass;Guayaquil;57,0;1197,49;Crédito Hipotecario;82802,22;0,0;2029-04-09;2025-04-02;No Aplica;0,0;Web;Activo
C001029;Cliente 1029;Mass;Ambato;32,0;811,18;Tarjeta De Crédito;347,79;1000,0;2028-07-05;2026-07-23;Supermarket;10,32;Branch;Activo
C001091;Cliente 1091;Affluent;Guayaquil;52,0;1703,75;Crédito De Consumo;13142,67;0,0;2027-09-10;2025-06-01;No Aplica;0,0;Web;Activo
C001169;Cliente 1169;Premium;Guayaquil;31,0;3846,12;Tarjeta De Crédito;4523,88;11500,0;2030-01-15;2026-06-16;Travel;304,04;Web;Activo
C000584;Cliente 0584;Affluent;Guayaquil;47,0;6325,61;Tarjeta De Crédito;786,43;12500,0;2030-04-25;2025-09-30;Education;184,87;Web;Activo
C002180;Cliente 2180;Mass;Guayaquil;44,0;405,37;Tarjeta De Crédito;234,57;700,0;2028-05-07;2025-08-05;Education;37,31;Pos;Activo
C002026;Cliente 2026;Affluent;Ambato;39,0;915,32;Crédito Vehicular;19658,14;0,0;2030-09-12;2025-10-06;No Aplica;0,0;App;Activo
C001779;Cliente 1779;Affluent;Quito;21,0;2197,43;Tarjeta De Crédito;1687,63;4300,0;2027-08-05;2025-04-07;Entertainment;47,6;App;Activo
C001217;Cliente 1217;Premium;Quito;42,0;4394,84;Tarjeta De Crédito;266,72;9600,0;2029-10-17;2026-08-13;Streaming;219,56;Branch;Activo
C000700;Cliente 0700;Mass;Manta;48,0;1501,49;Crédito De Consumo;6962,8;0,0;2031-08-14;2025-04-02;No Aplica;0,0;Branch;Activo
C001816;Cliente 1816;Premium;Ambato;47,0;4787,17;Tarjeta De Crédito;4695,56;5500,0;2027-03-10;2025-02-24;Supermarket;206,73;Branch;Activo
C001950;Cliente 1950;Mass;Quito;18,0;1139,09;Crédito De Consumo;2380,64;0,0;2030-02-11;2026-02-15;No Aplica;0,0;Web;Activo
C000275;Cliente 0275;Mass;Guayaquil;24,0;1452,64;Tarjeta De Crédito;2053,35;4300,0;2029-10-29;2026-06-13;Streaming;35,45;Pos;Activo
C000448;Cliente 0448;Affluent;Guayaquil;40,0;5077,41;Tarjeta De Crédito;4896,39;10800,0;2030-03-15;2025-05-24;Education;380,06;Pos;Activo
C000665;Cliente 0665;Joven;Quito;42,0;533,87;Tarjeta De Crédito;279,51;1200,0;2027-07-24;2025-04-13;Health;58,46;Pos;Activo
C000312;Cliente 0312;Mass;Quito;21,0;901,93;Tarjeta De Crédito;769,73;2000,0;2026-10-04;2026-05-02;Streaming;59,62;Branch;Activo
C000325;Cliente 0325;Joven;Quito;35,0;459,53;Crédito De Consumo;3482,19;0,0;2032-07-26;2026-02-17;No Aplica;0,0;Web;Activo
C001340;Cliente 1340;Pyme;Quito;37,0;2629,0;Tarjeta De Crédito;1682,61;4700,0;2027-02-26;2025-02-22;Health;113,69;Pos;Activo
C001831;Cliente 1831;Joven;Guayaquil;33,0;531,3;Tarjeta De Crédito;162,11;600,0;2030-03-16;2025-01-27;Streaming;75,13;App;Activo
C000064;Cliente 0064;Affluent;Quito;55,0;3066,82;Tarjeta De Crédito;5233,42;8100,0;2030-10-02;2025-01-05;Technology;376,89;Pos;Activo
C001930;Cliente 1930;Mass;Guayaquil;53,0;915,69;Tarjeta De Crédito;881,07;2100,0;2029-12-03;2026-04-29;Supermarket;25,4;App;Activo
C002191;Cliente 2191;Affluent;Loja;39,0;1997,48;Tarjeta De Crédito;672,67;4500,0;2028-01-13;2026-08-14;Supermarket;41,56;Web;Activo
C001690;Cliente 1690;Mass;Guayaquil;31,0;998,85;Cuenta De Ahorros;2310,16;0,0;;2026-07-16;No Aplica;0,0;App;Activo
C002153;Cliente 2153;Pyme;Quito;32,0;1371,74;Crédito Vehicular;23367,83;0,0;2027-03-13;2025-06-13;No Aplica;0,0;App;Activo
C000888;Cliente 0888;Affluent;Guayaquil;44,0;5559,27;Tarjeta De Crédito;1067,86;6000,0;2029-08-18;2025-11-08;Supermarket;149,52;Pos;Activo
C001986;Cliente 1986;Premium;Quito;30,0;3202,45;Tarjeta De Crédito;2001,61;4600,0;2028-06-14;2025-02-28;Supermarket;272,14;Web;Activo
C001014;Cliente 1014;Mass;Ambato;59,0;519,98;Tarjeta De Crédito;570,91;900,0;2030-01-31;2026-02-14;Supermarket;22,36;Atm;Activo
C001903;Cliente 1903;Affluent;Cuenca;30,0;2202,31;Crédito De Consumo;5847,02;0,0;2028-05-06;2025-02-26;No Aplica;0,0;App;Activo
C000621;Cliente 0621;Pyme;Manta;18,0;2782,77;Tarjeta De Crédito;997,94;3100,0;2029-09-12;2026-04-10;Travel;95,6;App;Activo
C001335;Cliente 1335;Premium;Cuenca;51,0;3925,14;Tarjeta De Crédito;479,36;9200,0;2029-04-19;2025-10-03;Streaming;236,64;Pos;Activo
C001013;Cliente 1013;Affluent;Guayaquil;31,0;1407,83;Tarjeta De Crédito;669,04;2800,0;2027-05-21;2026-04-29;Entertainment;243,39;App;Activo
C001114;Cliente 1114;Mass;Ambato;53,0;905,95;Tarjeta De Crédito;1141,52;1600,0;2030-08-19;2026-03-12;Supermarket;16,58;App;Activo
C000731;Cliente 0731;Premium;Cuenca;33,0;2445,99;Tarjeta De Crédito;1438,25;6000,0;2026-12-09;2025-08-24;Technology;104,53;Pos;Activo
C000252;Cliente 0252;Mass;Cuenca;46,0;1101,33;Tarjeta De Crédito;739,97;3000,0;2030-02-20;2026-02-22;Others;20,44;App;Activo
C000445;Cliente 0445;Mass;Quito;50,0;1295,28;Tarjeta De Crédito;901,33;1300,0;2027-02-10;2025-08-27;Technology;69,98;Pos;Activo
C000306;Cliente 0306;Premium;Quito;42,0;3837,12;Tarjeta De Crédito;1162,71;6700,0;2030-01-08;2025-11-23;Health;92,68;App;Activo
C000673;Cliente 0673;Premium;Quito;30,0;5597,19;Tarjeta De Crédito;4374,17;16400,0;2028-12-17;2026-03-06;Food;123,14;Web;Activo
C000300;Cliente 0300;Mass;Quito;34,0;743,79;Crédito De Consumo;7691,16;0,0;2030-07-05;2025-10-16;No Aplica;0,0;Web;Activo
C000220;Cliente 0220;Mass;Guayaquil;35,0;713,47;Cuenta De Ahorros;3332,88;0,0;;2026-03-21;No Aplica;0,0;Atm;Activo
C001181;Cliente 1181;Mass;Quito;34,0;589,76;Tarjeta De Crédito;0,0;1300,0;2026-11-11;2026-07-04;Others;28,19;Web;Activo
C001321;Cliente 1321;Mass;Quito;24,0;1610,55;Tarjeta De Crédito;1519,28;4100,0;2028-01-24;2025-03-30;Travel;99,52;Branch;Activo
C001165;Cliente 1165;Mass;Guayaquil;43,0;749,12;Tarjeta De Crédito;819,47;2100,0;2027-07-22;2025-01-01;Entertainment;40,91;App;Activo
C000805;Cliente 0805;Mass;Guayaquil;42,0;951,13;Tarjeta De Crédito;301,39;2600,0;2029-09-21;2025-03-22;Streaming;59,96;Pos;Activo
C001851;Cliente 1851;Affluent;Quito;45,0;2529,15;Tarjeta De Crédito;2474,9;4500,0;2027-07-24;2025-04-30;Education;137,33;Pos;Activo
C000683;Cliente 0683;Affluent;Quito;18,0;1454,15;Tarjeta De Crédito;1257,77;2700,0;2028-02-03;2026-03-25;Education;45,1;Web;Activo
C000916;Cliente 0916;Joven;Manta;61,0;817,5;Cuenta Corriente;-100,0;0,0;;2025-11-26;No Aplica;0,0;Web;Activo
C000897;Cliente 0897;Mass;Guayaquil;39,0;827,18;Crédito Vehicular;11600,11;0,0;2032-02-16;2025-11-25;No Aplica;0,0;Branch;Activo
C002189;Cliente 2189;Affluent;Quito;45,0;2494,8;Tarjeta De Crédito;3614,07;6000,0;2028-07-29;2026-06-14;Technology;192,65;Pos;Activo
C001197;Cliente 1197;Mass;Guayaquil;32,0;1067,47;Tarjeta De Crédito;0,0;1300,0;2030-02-16;2025-12-01;Others;299,82;App;Activo
C001931;Cliente 1931;Mass;Guayaquil;27,0;650,2;Cuenta Corriente;1649,21;0,0;;2026-05-06;No Aplica;0,0;Pos;Activo
C001314;Cliente 1314;Premium;Guayaquil;36,0;5231,98;Cuenta Corriente;14850,47;0,0;;2025-08-04;No Aplica;0,0;Branch;Activo
C001823;Cliente 1823;Joven;Guayaquil;45,0;492,02;Crédito De Consumo;3042,41;0,0;2029-01-05;2026-07-11;No Aplica;0,0;App;Activo
C001968;Cliente 1968;Mass;Quito;44,0;1315,13;Tarjeta De Crédito;399,79;1800,0;2030-03-01;2025-08-13;Fuel;95,19;Pos;Activo
C000392;Cliente 0392;Pyme;Cuenca;25,0;1756,96;Tarjeta De Crédito;396,27;3500,0;2027-06-30;2025-10-22;Technology;70,62;Pos;Activo
C000637;Cliente 0637;Affluent;Guayaquil;47,0;2940,24;Tarjeta De Crédito;2584,71;5400,0;2028-06-04;2026-04-05;Entertainment;297,49;Pos;Activo
C001037;Cliente 1037;Mass;Guayaquil;29,0;589,33;Crédito De Consumo;5138,8;0,0;2031-12-13;2025-02-02;No Aplica;0,0;Web;Activo
C000927;Cliente 0927;Mass;Desconocida;39,0;1086,07;Crédito De Consumo;4554,75;0,0;2028-11-18;2025-02-10;No Aplica;0,0;App;Activo
C001683;Cliente 1683;Affluent;Guayaquil;49,0;1646,2;Tarjeta De Crédito;363,23;1900,0;2027-05-20;2026-07-08;Travel;20,77;Branch;Activo
C001825;Cliente 1825;Mass;Manta;48,0;1057,63;Crédito Vehicular;21671,91;0,0;2032-05-02;2025-03-23;No Aplica;0,0;App;Activo
C000712;Cliente 0712;Joven;Guayaquil;53,0;770,09;Tarjeta De Crédito;9,05;1100,0;2029-03-20;2025-08-27;Streaming;94,49;Branch;Activo
C001038;Cliente 1038;Joven;Quito;32,0;350,0;Crédito De Consumo;2223,05;0,0;2031-11-17;2026-08-03;No Aplica;0,0;Branch;Activo
C001119;Cliente 1119;Mass;Quito;40,0;481,02;Tarjeta De Crédito;380,01;800,0;2029-08-30;2026-06-08;Education;10,8;Pos;Activo
C001170;Cliente 1170;Affluent;Loja;46,0;1729,21;Cuenta De Ahorros;5115,3;0,0;;2025-10-03;No Aplica;0,0;Web;Activo
C000306;Cliente 0306;Premium;Quito;42,0;3837,12;Tarjeta De Crédito;1162,71;6700,0;2030-01-08;2026-07-07;Health;107,93;Web;Activo
C000423;Cliente 0423;Affluent;Guayaquil;24,0;2401,35;Tarjeta De Crédito;3628,93;5600,0;2029-11-13;2026-04-25;Others;88,9;Web;Activo
C000906;Cliente 0906;Mass;Cuenca;44,0;1584,19;Crédito Hipotecario;106067,5;0,0;2028-03-15;2025-03-11;No Aplica;0,0;App;Activo
C000849;Cliente 0849;Mass;Quito;29,0;587,26;Cuenta Corriente;3457,63;0,0;;2025-07-08;No Aplica;0,0;Branch;Activo
C002081;Cliente 2081;Pyme;Guayaquil;37,0;2346,3;Tarjeta De Crédito;1337,47;4600,0;2028-08-25;2026-05-03;Technology;61,43;Pos;Activo
C001373;Cliente 1373;Joven;Guayaquil;57,0;502,21;Crédito Vehicular;38261,64;0,0;2027-09-24;2025-09-19;No Aplica;0,0;Web;Activo
C001532;Cliente 1532;Joven;Guayaquil;28,0;998,28;Tarjeta De Crédito;363,65;2700,0;2026-11-05;2026-02-04;Streaming;48,21;Branch;Activo
C000971;Cliente 0971;Mass;Guayaquil;34,0;813,79;Tarjeta De Crédito;154,41;1800,0;2030-05-09;2025-02-02;Supermarket;53,98;Pos;Activo
C001885;Cliente 1885;Joven;Manta;41,0;829,99;Tarjeta De Crédito;446,5;2000,0;2028-10-13;2025-05-09;Streaming;21,03;Web;Activo
C000115;Cliente 0115;Mass;Manta;34,0;1717,11;Tarjeta De Crédito;0,0;4500,0;2028-07-16;2025-05-14;Fuel;293,56;Web;Activo
C000753;Cliente 0753;Affluent;Quito;39,0;1151,51;Tarjeta De Crédito;513,36;2000,0;2027-04-22;2025-01-05;Entertainment;25,4;Pos;Activo
C000630;Cliente 0630;Affluent;Quito;49,0;2733,71;Tarjeta De Crédito;390,62;6200,0;2027-02-09;2025-06-24;Food;226,92;Web;Activo
C001567;Cliente 1567;Pyme;Guayaquil;40,0;4534,21;Cuenta Corriente;5791,71;0,0;;2026-02-04;No Aplica;0,0;Web;Activo
C000985;Cliente 0985;Joven;Guayaquil;40,0;552,24;Tarjeta De Crédito;196,9;1400,0;2030-08-11;2025-07-11;Technology;62,15;Web;Activo
C000268;Cliente 0268;Affluent;Guayaquil;54,0;5040,5;Tarjeta De Crédito;1681,89;7200,0;2027-06-26;2025-11-06;Streaming;213,12;Pos;Activo
C001635;Cliente 1635;Mass;Guayaquil;30,0;618,26;Tarjeta De Crédito;549,28;1000,0;2029-12-05;2025-03-19;Technology;74,58;Pos;Activo
C000057;Cliente 0057;Mass;Quito;25,0;1511,91;Tarjeta De Crédito;607,65;2600,0;2029-03-16;2025-06-04;Entertainment;97,2;Web;Activo
C001560;Cliente 1560;Affluent;Guayaquil;44,0;1993,43;Cuenta Corriente;1017,5;0,0;;2025-01-13;No Aplica;0,0;App;Activo
C001698;Cliente 1698;Affluent;Loja;43,0;2614,0;Tarjeta De Crédito;1691,22;6000,0;2027-08-14;2026-03-22;Technology;232,2;Web;Activo
C001855;Cliente 1855;Joven;Quito;33,0;763,54;Tarjeta De Crédito;1106,26;1500,0;2030-05-09;2025-04-11;Travel;70,06;App;Activo
C001411;Cliente 1411;Affluent;Cuenca;42,0;3441,93;Tarjeta De Crédito;4830,33;7200,0;2030-10-05;2026-01-26;Food;325,6;Pos;Activo
C001275;Cliente 1275;Mass;Quito;18,0;588,47;Tarjeta De Crédito;126,59;1000,0;2027-08-30;2026-04-19;Streaming;47,0;Pos;Activo
C001221;Cliente 1221;Mass;Guayaquil;39,0;508,66;Tarjeta De Crédito;190,69;800,0;2027-01-20;2026-05-07;Health;9,21;Pos;Activo
C000503;Cliente 0503;Pyme;Ambato;45,0;3104,87;Tarjeta De Crédito;0,0;6100,0;2027-06-10;2026-01-11;Supermarket;46,28;App;Activo
C001318;Cliente 1318;Mass;Loja;45,0;689,42;Tarjeta De Crédito;720,96;2000,0;2030-01-15;2026-04-10;Supermarket;51,93;App;Activo
C001985;Cliente 1985;Pyme;Quito;29,0;1426,59;Tarjeta De Crédito;652,62;2300,0;2029-03-25;2025-11-22;Travel;65,68;Web;Activo
C001603;Cliente 1603;Affluent;Quito;41,0;2504,43;Tarjeta De Crédito;4364,12;6100,0;2029-09-23;2025-03-20;Technology;37,04;Pos;Activo
C001843;Cliente 1843;Joven;Quito;40,0;755,57;Crédito Hipotecario;140008,19;0,0;2032-07-19;2026-02-19;No Aplica;0,0;Atm;Activo
C001456;Cliente 1456;Affluent;Guayaquil;36,0;1709,64;Tarjeta De Crédito;1112,05;3000,0;2028-03-23;2025-04-29;Education;89,56;Web;Activo
C001606;Cliente 1606;Affluent;Guayaquil;30,0;2779,09;Crédito De Consumo;6506,14;0,0;2030-09-19;2025-02-28;No Aplica;0,0;Branch;Activo
C001419;Cliente 1419;Mass;Guayaquil;52,0;419,03;Cuenta De Ahorros;197,23;0,0;;2026-03-08;No Aplica;0,0;Web;Activo
C001358;Cliente 1358;Pyme;Guayaquil;40,0;2644,18;Tarjeta De Crédito;2119,2;7300,0;2027-03-13;2026-06-27;Food;69,08;Pos;Activo
C001890;Cliente 1890;Premium;Guayaquil;38,0;3170,54;Tarjeta De Crédito;1491,76;7200,0;2027-08-19;2025-06-21;Health;48,97;App;Activo
C000445;Cliente 0445;Mass;Quito;50,0;1295,28;Tarjeta De Crédito;901,33;1300,0;2027-02-10;2026-05-13;Fuel;103,4;Pos;Activo
C001607;Cliente 1607;Joven;Guayaquil;27,0;600,95;Cuenta Corriente;2243,49;0,0;;2025-08-13;No Aplica;0,0;Branch;Activo
C002092;Cliente 2092;Mass;Manta;23,0;778,29;Tarjeta De Crédito;662,96;1600,0;2030-10-03;2025-09-23;Technology;77,3;Pos;Activo
C001680;Cliente 1680;Premium;Quito;46,0;4316,87;Tarjeta De Crédito;4643,99;9900,0;2028-10-08;2026-02-26;Education;123,36;Web;Activo
C000133;Cliente 0133;Affluent;Cuenca;49,0;1819,21;Tarjeta De Crédito;1470,61;5200,0;2027-12-09;2025-03-28;Food;94,06;App;Activo
C000120;Cliente 0120;Affluent;Quito;18,0;2728,3;Tarjeta De Crédito;319,88;2800,0;2029-01-14;2026-05-10;Food;47,92;App;Activo
C001427;Cliente 1427;Mass;Manta;54,0;822,14;Tarjeta De Crédito;430,49;900,0;2028-07-28;2026-01-09;Travel;49,87;Pos;Activo
C001033;Cliente 1033;Joven;Quito;36,0;538,06;Tarjeta De Crédito;657,79;1400,0;2027-03-30;2026-07-18;Food;36,11;Pos;Activo
C001545;Cliente 1545;Premium;Quito;18,0;4769,77;Crédito Vehicular;9810,06;0,0;2030-10-23;2026-05-11;No Aplica;0,0;Atm;Activo
C000660;Cliente 0660;Pyme;Manta;40,0;2081,18;Tarjeta De Crédito;609,43;2100,0;2027-12-01;2026-08-13;Fuel;247,38;Branch;Activo
C000548;Cliente 0548;Premium;Guayaquil;33,0;2792,79;Tarjeta De Crédito;1593,14;7200,0;2030-09-19;2025-04-04;Technology;228,81;Pos;Activo
C000826;Cliente 0826;Joven;Guayaquil;50,0;596,12;Tarjeta De Crédito;586,38;1200,0;2029-06-05;2025-01-10;Supermarket;68,39;Pos;Activo
C000797;Cliente 0797;Mass;Ambato;36,0;1212,29;Tarjeta De Crédito;358,66;3400,0;2029-08-14;2026-07-16;Others;186,58;Branch;Activo
C000010;Cliente 0010;Mass;Quito;45,0;695,13;Tarjeta De Crédito;270,43;2000,0;2027-12-19;2026-01-06;Health;162,34;Pos;Activo
C001445;Cliente 1445;Mass;Guayaquil;27,0;888,8;Tarjeta De Crédito;837,14;2500,0;2026-11-15;2025-12-02;Food;55,67;Pos;Activo
C000597;Cliente 0597;Affluent;Guayaquil;61,0;3321,62;Crédito Vehicular;15646,56;0,0;2027-06-20;2026-02-19;No Aplica;0,0;App;Activo
C000324;Cliente 0324;Mass;Manta;38,0;719,65;Crédito De Consumo;7681,4;0,0;2028-08-15;2025-03-12;No Aplica;0,0;Web;Activo
C001413;Cliente 1413;Mass;Guayaquil;23,0;783,36;Tarjeta De Crédito;1087,66;2100,0;2030-06-20;2026-03-03;Health;45,67;Web;Activo
C001917;Cliente 1917;Premium;Manta;41,0;16177,54;Tarjeta De Crédito;12963,33;29300,0;2027-06-14;2026-03-07;Supermarket;511,48;Web;Activo
C001949;Cliente 1949;Mass;Quito;33,0;582,27;Tarjeta De Crédito;140,32;600,0;2027-09-06;2025-08-21;Food;56,25;Pos;Activo
C000463;Cliente 0463;Mass;Quito;35,0;1258,62;Tarjeta De Crédito;769,66;1900,0;2027-08-24;2025-07-12;Supermarket;441,96;Web;Activo
C001820;Cliente 1820;Pyme;Quito;37,0;1935,72;Tarjeta De Crédito;1021,52;5100,0;2029-08-07;2025-07-04;Health;179,1;Web;Activo
C000356;Cliente 0356;Mass;Manta;38,0;559,96;Crédito De Consumo;4599,49;0,0;2028-01-28;2025-03-02;No Aplica;0,0;Branch;Activo
C002168;Cliente 2168;Pyme;Quito;47,0;3244,8;Tarjeta De Crédito;3000,85;7100,0;2028-01-25;2025-01-13;Fuel;205,06;Pos;Activo
C001688;Cliente 1688;Mass;Cuenca;43,0;515,76;Tarjeta De Crédito;84,51;500,0;2029-10-16;2025-09-16;Supermarket;56,41;Pos;Activo
C000862;Cliente 0862;Affluent;Cuenca;44,0;1780,04;Tarjeta De Crédito;1184,01;2700,0;2029-02-11;2026-07-19;Health;198,66;App;Activo
C001324;Cliente 1324;Joven;Cuenca;38,0;1236,83;Crédito De Consumo;2270,53;0,0;2029-03-26;2025-09-30;No Aplica;0,0;App;Activo
C000994;Cliente 0994;Mass;Quito;40,0;612,13;Tarjeta De Crédito;599,66;1800,0;2029-04-14;2026-07-05;Entertainment;18,94;Pos;Activo
C002047;Cliente 2047;Premium;Guayaquil;40,0;4961,24;Crédito Hipotecario;70752,78;0,0;2032-02-03;2025-06-14;No Aplica;0,0;Web;Activo
C001659;Cliente 1659;Mass;Loja;39,0;611,23;Tarjeta De Crédito;869,21;1400,0;2027-04-23;2025-11-11;Fuel;11,5;Pos;Activo
C001110;Cliente 1110;Mass;Guayaquil;33,0;1013,03;Tarjeta De Crédito;712,82;1400,0;2030-05-24;2025-09-06;Supermarket;110,21;App;Activo
C000019;Cliente 0019;Mass;Guayaquil;41,0;1682,29;Crédito De Consumo;6039,88;0,0;2027-04-29;2025-11-16;No Aplica;0,0;Web;Activo
C000525;Cliente 0525;Mass;Guayaquil;44,0;809,82;Crédito De Consumo;6815,56;0,0;2027-09-30;2026-01-14;No Aplica;0,0;App;Activo
C000377;Cliente 0377;Premium;Quito;27,0;4698,34;Tarjeta De Crédito;2182,18;8300,0;2028-05-06;2026-04-17;Travel;256,79;Web;Activo
C001780;Cliente 1780;Affluent;Quito;51,0;3527,59;Tarjeta De Crédito;2240,35;7100,0;2029-12-07;2025-01-21;Streaming;293,21;Pos;Activo
C001226;Cliente 1226;Premium;Cuenca;32,0;4224,23;Tarjeta De Crédito;2995,53;8700,0;2028-03-12;2025-01-16;Health;294,41;Pos;Activo
C001995;Cliente 1995;Mass;Loja;54,0;749,89;Tarjeta De Crédito;406,04;1600,0;2028-06-21;2025-07-21;Supermarket;6,45;Web;Activo
C001959;Cliente 1959;Mass;Guayaquil;48,0;799,09;Tarjeta De Crédito;0,0;1800,0;2029-06-30;2026-06-13;Streaming;82,07;App;Activo
C001406;Cliente 1406;Pyme;Guayaquil;30,0;5284,03;Crédito Hipotecario;91131,07;0,0;2028-03-30;2025-01-10;No Aplica;0,0;Atm;Activo
C000424;Cliente 0424;Mass;Loja;53,0;744,95;Tarjeta De Crédito;1360,32;2200,0;2028-08-31;2025-09-09;Others;16,87;Web;Activo
