cliente_id;nombre_cliente;edad;ingreso_estimado;ciudad;segmento_cliente;total_saldo;total_cupo;cantidad_productos;Education;Entertainment;Food;Fuel;Health;No Aplica;Others;Streaming;Supermarket;Technology;Travel;consumo_total;segmento_conductual
C000334;Cliente 0334;48,0;788,87;Guayaquil;Mass;434,95;1800,0;1;0,0;9,24;144,64;0,0;0,0;0,0;0,0;0,0;11,27;85,87;0,0;251,02;Food Lover
C000335;Cliente 0335;43,0;3355,55;Cuenca;Pyme;38398,07;5100,0;3;554,26;180,99;0,0;0,0;0,0;0,0;87,93;0,0;0,0;806,15;615,1;2244,43;General Shopper
C000336;Cliente 0336;37,0;835,43;Guayaquil;Mass;62046,78;1300,0;3;34,66;48,63;0,0;0,0;0,0;0,0;17,47;0,0;79,47;48,78;0,0;229,01;General Shopper
C000337;Cliente 0337;41,0;1778,52;Quito;Affluent;12168,890000000001;2400,0;2;0,0;50,43;143,07999999999998;41,03;58,23;0,0;44,49;58,45;250,01;156,95;0,0;802,6699999999998;General Shopper
C000338;Cliente 0338;34,0;1337,42;Quito;Mass;5063,02;3700,0;2;0,0;430,01;152,57;49,85;0,0;0,0;0,0;277,77;128,41;0,0;75,09;1113,6999999999998;General Shopper
C000339;Cliente 0339;38,0;4009,34;Quito;Premium;12356,66;9700,0;3;0,0;0,0;186,67;40,25;0,0;0,0;0,0;0,0;34,2;0,0;230,9;492,02;General Shopper
C000340;Cliente 0340;40,0;1902,78;Guayaquil;Affluent;16905,69;2200,0;2;60,92;0,0;368,33;0,0;155,59;0,0;369,99;365,90999999999997;351,27;259,16;353,6;2284,77;General Shopper
C000341;Cliente 0341;31,0;860,36;Ambato;Mass;1390,0500000000002;2400,0;2;0,0;49,95;0,0;0,0;25,21;0,0;0,0;42,17;0,0;33,24;0,0;150,57;General Shopper
C000342;Cliente 0342;37,0;705,84;Cuenca;Mass;1360,6;1100,0;2;0,0;13,97;28,67;0,0;0,0;0,0;0,0;146,98;73,77;0,0;33,78;297,16999999999996;General Shopper
C000343;Cliente 0343;33,0;5926,01;Quito;Pyme;45432,85;16600,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;240,11;1898,69;0,0;2138,8;Tech Lover
C000344;Cliente 0344;41,0;4594,33;Cuenca;Pyme;85539,59;8300,0;3;0,0;1580,0;0,0;642,73;0,0;0,0;1733,5;0,0;0,0;0,0;0,0;3956,23;General Shopper
C000345;Cliente 0345;36,0;1694,63;Quito;Pyme;20159,43;4000,0;3;0,0;0,0;438,82;763,4;0,0;0,0;56,59;64,06;240,74;0,0;99,55;1663,16;General Shopper
C000346;Cliente 0346;55,0;1309,99;Guayaquil;Mass;4611,7;1700,0;2;0,0;0,0;0,0;390,12;0,0;0,0;47,09;0,0;36,34;40,67;0,0;514,22;General Shopper
C000347;Cliente 0347;40,0;588,77;Guayaquil;Mass;93199,96;900,0;3;0,0;56,66;0,0;93,37;50,03;0,0;0,0;30,67;5,85;17,04;0,0;253,62;General Shopper
C000348;Cliente 0348;43,0;4111,28;Guayaquil;Affluent;25315,13;6700,0;2;425,48;0,0;788,9100000000001;238,51000000000002;0,0;0,0;95,24;85,98;186,38;0,0;216,87;2037,37;General Shopper
C000349;Cliente 0349;26,0;1247,85;Guayaquil;Mass;17631,89;2200,0;2;0,0;0,0;276,09000000000003;0,0;0,0;0,0;306,6;113,46;150,47;29,94;61,75;938,3100000000001;General Shopper
C000350;Cliente 0350;51,0;633,22;Ambato;Joven;6012,92;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000351;Cliente 0351;60,0;629,39;Loja;Mass;1883,3899999999999;700,0;2;0,0;84,57;0,0;0,0;0,0;0,0;0,0;79,74000000000001;61,87;248,44;0,0;474,62;Tech Lover
C000352;Cliente 0352;39,0;1364,83;Cuenca;Mass;72321,58;0,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000353;Cliente 0353;18,0;1420,51;Guayaquil;Pyme;12646,75;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000354;Cliente 0354;32,0;1703,34;Loja;Affluent;22116,510000000002;0,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000355;Cliente 0355;40,0;798,77;Guayaquil;Joven;3353,64;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000356;Cliente 0356;38,0;559,96;Manta;Mass;112915,15000000001;800,0;3;0,0;0,0;148,81;18,49;0,0;0,0;0,0;55,83;112,13;0,0;57,95;393,21;General Shopper
C000357;Cliente 0357;41,0;530,21;Ambato;Mass;600,32;1300,0;1;0,0;93,14;31,54;43,78;0,0;0,0;0,0;0,0;0,0;0,0;17,29;185,74999999999997;General Shopper
C000358;Cliente 0358;42,0;2072,26;Guayaquil;Premium;93761,97;3600,0;3;0,0;0,0;818,56;48,05;57,34;0,0;283,4;0,0;0,0;32,38;127,53;1367,26;Food Lover
C000359;Cliente 0359;43,0;851,19;Quito;Mass;88145,97;1500,0;3;0,0;115,03;26,73;0,0;201,59;0,0;96,31;102,75;21,52;0,0;46,32;610,25;General Shopper
C000360;Cliente 0360;24,0;599,1;Guayaquil;Mass;88553,75;1800,0;4;11,86;8,76;0,0;0,0;0,0;0,0;6,76;18,71;47,21;0,0;67,34;160,64000000000001;General Shopper
C000361;Cliente 0361;55,0;2979,86;Guayaquil;Premium;19422,44;5500,0;2;0,0;191,5;107,4;413,89;0,0;0,0;359,21000000000004;274,64;255,23;74,81;571,42;2248,1;General Shopper
C000362;Cliente 0362;47,0;2527,46;Guayaquil;Affluent;14192,75;5900,0;3;0,0;184,96;101,28;0,0;131,76;0,0;58,69;0,0;116,11;61,86;0,0;654,66;General Shopper
C000363;Cliente 0363;42,0;1872,54;Guayaquil;Affluent;26844,949999999997;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000364;Cliente 0364;29,0;1063,68;Quito;Mass;24341,83;2000,0;3;117,25;158,27;22,65;0,0;50,35;0,0;0,0;105,99;48,89;0,0;324,73;828,13;General Shopper
C000365;Cliente 0365;29,0;1128,69;Quito;Mass;4024,88;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000366;Cliente 0366;34,0;840,88;Guayaquil;Mass;76404,52;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000367;Cliente 0367;22,0;785,39;Quito;Joven;4955,74;2200,0;3;97,06;378,28;0,0;67,66;55,690000000000005;0,0;0,0;20,77;0,0;191,5;38,36;849,32;General Shopper
C000368;Cliente 0368;30,0;653,21;Loja;Mass;85254,64;900,0;4;163,42000000000002;73,01;21,04;0,0;0,0;0,0;0,0;0,0;72,58;57,41;27,32;414,78000000000003;General Shopper
C000369;Cliente 0369;42,0;2964,95;Cuenca;Affluent;9521,71;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000370;Cliente 0370;58,0;3180,36;Guayaquil;Pyme;12961,67;9500,0;2;0,0;0,0;0,0;139,61;0,0;0,0;0,0;1029,02;312,98;66,73;0,0;1548,3400000000001;Streaming Lover
C000371;Cliente 0371;19,0;1332,89;Guayaquil;Mass;86751,36;1800,0;2;56,75;86,07;493,11;0,0;113,29;0,0;0,0;0,0;18,09;0,0;0,0;767,3100000000001;Food Lover
C000372;Cliente 0372;40,0;1688,49;Guayaquil;Affluent;12692,16;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000373;Cliente 0373;32,0;1150,24;Guayaquil;Mass;6015,18;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000374;Cliente 0374;43,0;719,0;Cuenca;Mass;114707,63;700,0;2;0,0;0,0;10,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;160,63;170,85;Travel Lover
C000375;Cliente 0375;48,0;671,4;Quito;Mass;21378,02;1100,0;2;175,37;46,559999999999995;211,85000000000002;18,84;63,25;0,0;101,87;0,0;12,78;0,0;0,0;630,52;General Shopper
C000376;Cliente 0376;46,0;1741,64;Guayaquil;Premium;10923,710000000001;4700,0;2;131,07999999999998;95,88;326,23;0,0;365,66;0,0;362,75;267,92;83,1;87,13;43,4;1763,15;General Shopper
C000377;Cliente 0377;27,0;4698,34;Quito;Premium;21647,260000000002;8300,0;2;210,0;0,0;630,31;814,05;337,42;0,0;319,96;0,0;0,0;313,37;351,45000000000005;2976,5599999999995;General Shopper
C000378;Cliente 0378;37,0;553,56;Cuenca;Joven;3097,26;1300,0;2;0,0;0,0;0,0;42,55;0,0;0,0;71,93;65,68;0,0;0,0;0,0;180,16000000000003;General Shopper
C000379;Cliente 0379;41,0;663,09;Ambato;Mass;16285,900000000001;1200,0;3;13,99;0,0;15,92;0,0;0,0;0,0;0,0;0,0;15,45;25,3;0,0;70,66;General Shopper
C000380;Cliente 0380;22,0;1214,19;Cuenca;Mass;23719,440000000002;2600,0;2;0,0;23,87;178,8;0,0;18,33;0,0;0,0;32,34;0,0;65,37;373,69;692,4000000000001;Travel Lover
C000381;Cliente 0381;26,0;1530,46;Guayaquil;Affluent;28072,969999999998;3300,0;2;0,0;191,33;0,0;0,0;0,0;0,0;0,0;213,97;0,0;69,35;0,0;474,65;General Shopper
C000382;Cliente 0382;39,0;4263,31;Loja;Premium;142304,62;12200,0;4;1369,91;0,0;282,25;0,0;0,0;0,0;0,0;0,0;0,0;243,28;0,0;1895,44;General Shopper
C000383;Cliente 0383;31,0;1038,79;Desconocida;Mass;1517,34;2900,0;1;129,39;101,13;165,7;0,0;0,0;0,0;0,0;0,0;179,17000000000002;29,41;0,0;604,8;General Shopper
C000384;Cliente 0384;39,0;769,73;Guayaquil;Mass;34063,51;2200,0;3;19,45;0,0;0,0;33,21;0,0;0,0;19,58;0,0;116,72;0,0;0,0;188,96;General Shopper
C000385;Cliente 0385;42,0;3141,0;Guayaquil;Affluent;14928,8;4900,0;3;297,69;61,9;0,0;0,0;0,0;0,0;0,0;106,81;403,46;0,0;541,48;1411,34;General Shopper
C000386;Cliente 0386;27,0;4837,81;Guayaquil;Premium;8320,06;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000387;Cliente 0387;24,0;1337,39;Guayaquil;Mass;20171,82;1900,0;2;116,82;0,0;87,59;0,0;16,33;0,0;0,0;84,74;512,06;200,9;0,0;1018,4399999999999;General Shopper
C000388;Cliente 0388;46,0;853,29;Quito;Mass;19078,85;1500,0;2;71,44;62,14;0,0;24,33;14,81;0,0;0,0;0,0;0,0;0,0;0,0;172,71999999999997;General Shopper
C000389;Cliente 0389;32,0;3594,14;Ambato;Pyme;167226,45;4000,0;3;261,07;0,0;346,98;0,0;0,0;0,0;0,0;336,25;1034,87;54,84;1224,78;3258,79;General Shopper
C000390;Cliente 0390;46,0;1620,32;Cuenca;Affluent;14386,93;3600,0;2;0,0;0,0;201,04;90,58;0,0;0,0;0,0;0,0;76,49;118,21000000000001;559,09;1045,41;Travel Lover
C000391;Cliente 0391;25,0;1490,78;Ambato;Mass;85213,45999999999;1700,0;3;112,73;0,0;55,22;0,0;0,0;0,0;0,0;0,0;0,0;42,65;294,37;504,97;Travel Lover
C000392;Cliente 0392;25,0;1756,96;Cuenca;Pyme;12851,27;3500,0;4;233,73;83,29;0,0;157,65;0,0;0,0;20,34;258,94;0,0;100,46000000000001;43,65;898,06;General Shopper
C000393;Cliente 0393;30,0;1408,42;Guayaquil;Mass;59728,57;2300,0;4;81,97;0,0;516,0699999999999;290,84000000000003;584,49;0,0;0,0;0,0;143,15;0,0;0,0;1616,52;General Shopper
C000394;Cliente 0394;33,0;2583,03;Quito;Affluent;3744,25;5900,0;2;0,0;266,41;428,06;0,0;135,17;0,0;84,36;0,0;371,95;0,0;1767,31;3053,26;Travel Lover
C000395;Cliente 0395;47,0;594,63;Cuenca;Joven;92786,72;1500,0;3;52,82;11,61;0,0;0,0;104,08000000000001;0,0;54,17;267,25;64,65;0,0;0,0;554,5799999999999;General Shopper
C000396;Cliente 0396;63,0;2016,23;Guayaquil;Affluent;13134,9;4000,0;3;121,52;0,0;0,0;0,0;0,0;0,0;0,0;250,39999999999998;67,71;409,81;67,89;917,3299999999999;General Shopper
C000397;Cliente 0397;67,0;3278,61;Guayaquil;Premium;26891,07;8400,0;3;368,72;0,0;43,27;356,22;0,0;0,0;0,0;0,0;595,41;198,89;99,21;1661,7199999999998;General Shopper
C000398;Cliente 0398;51,0;3645,09;Guayaquil;Affluent;4211,04;10700,0;1;0,0;237,95;0,0;206,52;0,0;0,0;90,08;1122,24;0,0;451,02;0,0;2107,81;Streaming Lover
C000399;Cliente 0399;55,0;796,69;Quito;Mass;46110,65;1900,0;3;18,3;165,6;88,03;0,0;0,0;0,0;60,36;223,7;0,0;19,71;0,0;575,7;General Shopper
C000400;Cliente 0400;40,0;1001,77;Manta;Mass;121300,79;2600,0;2;0,0;19,11;77,17;0,0;28,01;0,0;33,56;1075,71;0,0;0,0;33,65;1267,21;Streaming Lover
C000401;Cliente 0401;32,0;4211,19;Guayaquil;Premium;28905,72;8300,0;3;0,0;156,25;490,69;0,0;0,0;0,0;0,0;174,79;395,05;443,55;2424,9500000000003;4085,2800000000007;Travel Lover
C000402;Cliente 0402;42,0;3125,81;Guayaquil;Pyme;99954,75;4600,0;4;666,75;0,0;0,0;127,02;434,97;0,0;0,0;114,15;770,3000000000001;0,0;0,0;2113,19;General Shopper
C000403;Cliente 0403;38,0;3338,95;Quito;Pyme;28181,56;6200,0;2;0,0;101,35;274,94;0,0;0,0;0,0;0,0;0,0;0,0;146,96;287,79999999999995;811,05;General Shopper
C000404;Cliente 0404;38,0;2533,56;Quito;Premium;3302,7;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000405;Cliente 0405;35,0;1172,73;Guayaquil;Mass;4300,95;3400,0;2;0,0;140,38;0,0;0,0;0,0;0,0;27,59;48,8;28,67;0,0;0,0;245,44;General Shopper
C000406;Cliente 0406;68,0;2173,31;Guayaquil;Affluent;64836,6;6400,0;3;0,0;575,18;937,9399999999999;0,0;0,0;0,0;0,0;0,0;0,0;55,71;0,0;1568,83;Food Lover
C000407;Cliente 0407;40,0;803,94;Guayaquil;Joven;5915,9;1500,0;3;0,0;69,95;0,0;125,91;64,85;0,0;0,0;0,0;182,45;0,0;0,0;443,15999999999997;General Shopper
C000408;Cliente 0408;43,0;1026,42;Quito;Mass;102642,90000000001;3000,0;2;0,0;6,0;0,0;0,0;19,81;0,0;0,0;28,28;57,65;0,0;139,06;250,8;Travel Lover
C000409;Cliente 0409;48,0;1408,52;Quito;Mass;117220,24;2000,0;2;67,63;0,0;39,69;0,0;0,0;0,0;0,0;0,0;454,1;169,55;0,0;730,97;General Shopper
C000410;Cliente 0410;41,0;956,06;Manta;Mass;14589,87;2700,0;3;209,35000000000002;49,73;0,0;0,0;0,0;0,0;0,0;120,26;135,48000000000002;0,0;0,0;514,82;General Shopper
C000411;Cliente 0411;31,0;611,88;Quito;Joven;14592,51;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000412;Cliente 0412;18,0;538,75;Quito;Joven;7145,83;900,0;3;15,38;50,04;31,51;94,88;40,8;0,0;42,54;0,0;35,31;0,0;37,21;347,67;General Shopper
C000413;Cliente 0413;36,0;1720,9;Guayaquil;Premium;28667,850000000002;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000414;Cliente 0414;37,0;350,0;Manta;Joven;1321,5;800,0;3;12,71;49,57;119,55999999999999;14,31;4,11;0,0;0,0;0,0;200,96;10,26;0,0;411,48;General Shopper
C000415;Cliente 0415;56,0;1008,25;Desconocida;Joven;4194,87;1100,0;3;23,6;0,0;39,42;0,0;0,0;0,0;61,74;0,0;0,0;0,0;174,79000000000002;299,55;Travel Lover
C000416;Cliente 0416;31,0;909,53;Quito;Mass;4784,41;2000,0;3;0,0;21,41;65,17;34,78;0,0;0,0;22,38;162,45999999999998;0,0;0,0;0,0;306,2;Streaming Lover
C000417;Cliente 0417;35,0;1009,22;Manta;Mass;102823,05;2600,0;2;58,74;50,120000000000005;93,11;0,0;0,0;0,0;0,0;0,0;49,93;205,94000000000003;32,93;490,77000000000004;General Shopper
C000418;Cliente 0418;61,0;2544,37;Ambato;Affluent;28924,329999999998;6600,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;84,54;162,86;0,0;511,74;759,1400000000001;Travel Lover
C000419;Cliente 0419;23,0;1341,78;Ambato;Mass;6650,96;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000420;Cliente 0420;44,0;523,23;Guayaquil;Mass;110896,95;1100,0;4;14,5;20,46;0,0;13,19;0,0;0,0;22,31;0,0;8,56;135,68;0,0;214,7;Tech Lover
C000421;Cliente 0421;41,0;904,42;Guayaquil;Joven;4500,0;2200,0;3;68,14;152,59;97,28;0,0;33,81;0,0;48,95;32,05;148,71;0,0;0,0;581,53;General Shopper
C000422;Cliente 0422;63,0;1264,45;Ambato;Affluent;97559,7;3100,0;4;0,0;82,38;17,04;0,0;0,0;0,0;0,0;152,81;0,0;301,15;0,0;553,38;Tech Lover
C000423;Cliente 0423;24,0;2401,35;Guayaquil;Affluent;23846,7;5600,0;3;0,0;339,36;176,29000000000002;0,0;0,0;0,0;88,9;0,0;0,0;148,61;0,0;753,1600000000001;General Shopper
C000424;Cliente 0424;53,0;744,95;Loja;Mass;85070,04000000001;2200,0;2;65,99;0,0;23,71;0,0;47,019999999999996;0,0;83,81;32,67;105,48;34,45;0,0;393,13;General Shopper
C000425;Cliente 0425;54,0;3745,05;Guayaquil;Premium;14567,61;9700,0;2;147,67;1065,34;980,41;0,0;104,17;0,0;31,09;294,21;544,72;388,59;63,92;3620,1200000000003;General Shopper
C000426;Cliente 0426;29,0;804,88;Guayaquil;Joven;106891,26;1800,0;2;9,96;16,81;0,0;92,05;21,76;0,0;89,53;0,0;0,0;0,0;29,98;260,09000000000003;General Shopper
C000427;Cliente 0427;28,0;2069,57;Guayaquil;Affluent;1261,37;6000,0;1;0,0;401,83;171,47;0,0;0,0;0,0;0,0;292,17;0,0;244,13;737,14;1846,7399999999998;General Shopper
C000428;Cliente 0428;25,0;490,9;Guayaquil;Mass;589,82;1200,0;1;52,74;393,09;0,0;0,0;0,0;0,0;0,0;79,87;0,0;294,36;102,82;922,8800000000001;General Shopper
C000429;Cliente 0429;19,0;877,47;Quito;Mass;26966,8;2500,0;3;0,0;0,0;28,69;77,61;164,22;0,0;0,0;0,0;337,73;59,29;0,0;667,54;General Shopper
C000430;Cliente 0430;18,0;4528,06;Guayaquil;Premium;148650,15;8700,0;3;192,53;69,26;918,99;0,0;198,05;0,0;0,0;41,15;0,0;207,65;785,22;2412,8500000000004;General Shopper
C000431;Cliente 0431;46,0;943,23;Guayaquil;Mass;2020,02;2800,0;2;0,0;0,0;271,64;0,0;124,33;0,0;206,88;0,0;0,0;338,4;21,01;962,2599999999999;General Shopper
C000432;Cliente 0432;39,0;1061,42;Guayaquil;Mass;126706,84;1200,0;3;106,23;0,0;34,15;0,0;60,48;0,0;0,0;130,05;860,35;16,08;0,0;1207,3400000000001;General Shopper
C000433;Cliente 0433;22,0;927,25;Guayaquil;Joven;23564,59;1400,0;3;18,61;86,37;48,62;160,8;39,03;0,0;56,0;142,70999999999998;21,04;0,0;0,0;573,1800000000001;General Shopper
C000434;Cliente 0434;33,0;1499,55;Quito;Mass;5346,9;1900,0;2;0,0;164,5;13,48;0,0;0,0;0,0;15,64;0,0;71,39;0,0;166,16;431,16999999999996;General Shopper
C000435;Cliente 0435;32,0;862,79;Manta;Mass;76630,28;1000,0;2;117,39;0,0;165,3;0,0;0,0;0,0;0,0;102,37;0,0;38,14;0,0;423,2;General Shopper
C000436;Cliente 0436;66,0;494,76;Quito;Joven;2916,34;1000,0;2;0,0;0,0;0,0;0,0;94,71;0,0;0,0;0,0;0,0;0,0;85,23;179,94;General Shopper
C000437;Cliente 0437;52,0;1256,27;Manta;Joven;81819,09000000001;3700,0;2;64,77000000000001;0,0;129,22;0,0;0,0;0,0;0,0;0,0;0,0;195,3;396,49;785,78;Travel Lover
C000438;Cliente 0438;22,0;4394,06;Guayaquil;Affluent;27500,95;7700,0;3;0,0;103,44;275,61;0,0;134,19;0,0;42,22;0,0;307,13;0,0;237,83;1100,4199999999998;General Shopper
C000439;Cliente 0439;41,0;828,51;Guayaquil;Mass;2327,13;1500,0;2;0,0;36,81;11,86;0,0;0,0;0,0;80,41;0,0;53,89;117,41;136,07;436,45;General Shopper
C000440;Cliente 0440;48,0;754,17;Cuenca;Mass;85594,27;1500,0;3;171,47;0,0;0,0;67,17;35,87;0,0;0,0;0,0;30,55;0,0;0,0;305,06;General Shopper
C000441;Cliente 0441;59,0;960,53;Guayaquil;Mass;5836,4;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000442;Cliente 0442;52,0;550,99;Quito;Mass;95623,29000000001;0,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000443;Cliente 0443;36,0;510,61;Loja;Mass;20238,4;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000444;Cliente 0444;78,0;1084,38;Guayaquil;Affluent;27093,1;2800,0;3;0,0;0,0;202,19;0,0;0,0;0,0;101,57;0,0;71,77;44,96;8,17;428,65999999999997;General Shopper
C000445;Cliente 0445;50,0;1295,28;Quito;Mass;93017,68;1300,0;3;105,37;0,0;0,0;232,02;0,0;0,0;34,21;0,0;373,32;130,56;0,0;875,48;General Shopper
C000446;Cliente 0446;40,0;659,14;Manta;Joven;-100,0;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000447;Cliente 0447;44,0;770,13;Quito;Mass;108022,48;1100,0;3;0,0;0,0;88,03999999999999;0,0;146,54;0,0;0,0;0,0;46,04;0,0;0,0;280,62;General Shopper
C000448;Cliente 0448;40,0;5077,41;Guayaquil;Affluent;79600,02;10800,0;2;1493,55;0,0;175,36;266,39;3236,33;0,0;0,0;688,6800000000001;943,05;471,66;0,0;7275,0199999999995;General Shopper
C000449;Cliente 0449;18,0;1004,83;Quito;Mass;72928,95000000001;2500,0;3;82,82;28,71;193,21;144,87;94,17;0,0;251,87;0,0;25,28;0,0;59,14;880,07;General Shopper
C000450;Cliente 0450;34,0;350,0;Quito;Joven;258,83;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000451;Cliente 0451;35,0;2421,47;Guayaquil;Affluent;7096,2300000000005;2700,0;3;0,0;0,0;410,78;0,0;0,0;0,0;0,0;343,15999999999997;0,0;62,58;0,0;816,52;Food Lover
C000452;Cliente 0452;39,0;1218,74;Quito;Joven;4639,47;2900,0;2;166,82;0,0;0,0;0,0;66,58;0,0;0,0;0,0;152,88;0,0;0,0;386,28;General Shopper
C000453;Cliente 0453;39,0;445,25;Manta;Joven;1032,51;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000454;Cliente 0454;36,0;930,4;Cuenca;Mass;14721,81;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000455;Cliente 0455;54,0;460,22;Cuenca;Joven;154225,98;1200,0;4;0,0;112,34;0,0;3,25;0,0;0,0;68,66;23,59;0,0;23,63;73,85;305,32;General Shopper
C000456;Cliente 0456;25,0;1534,2;Manta;Mass;52450,46;3000,0;2;0,0;0,0;0,0;0,0;99,67;0,0;103,52;0,0;627,8;70,74;0,0;901,73;General Shopper
C000457;Cliente 0457;35,0;485,51;Manta;Mass;2211,88;900,0;2;0,0;0,0;68,71000000000001;94,86;18,36;0,0;0,0;0,0;0,0;46,72;93,86;322,51;General Shopper
C000458;Cliente 0458;20,0;3840,77;Quito;Pyme;112317,8;7700,0;2;237,45;72,18;254,95;287,5;152,52;0,0;190,44;142,03;0,0;0,0;0,0;1337,0700000000002;General Shopper
C000459;Cliente 0459;47,0;838,89;Guayaquil;Joven;271,07;1800,0;1;46,62;0,0;0,0;13,96;0,0;0,0;0,0;806,3199999999999;50,59;0,0;7,57;925,0600000000001;Streaming Lover
C000460;Cliente 0460;53,0;4476,51;Loja;Premium;31041,82;5900,0;3;56,41;89,93;0,0;452,31;0,0;0,0;470,71;0,0;128,66;0,0;177,98;1376,0;General Shopper
C000461;Cliente 0461;28,0;1410,84;Quito;Mass;18789,62;4200,0;2;39,2;0,0;119,18;0,0;0,0;0,0;0,0;0,0;0,0;96,34;448,25;702,97;Travel Lover
C000462;Cliente 0462;36,0;746,86;Quito;Joven;69370,88;1300,0;3;77,19;0,0;0,0;0,0;0,0;0,0;0,0;145,92;0,0;294,11;0,0;517,22;Tech Lover
C000463;Cliente 0463;35,0;1258,62;Quito;Mass;5651,48;1900,0;3;0,0;0,0;0,0;0,0;125,1;0,0;0,0;91,59;867,3199999999999;0,0;0,0;1084,01;General Shopper
C000464;Cliente 0464;38,0;4388,54;Quito;Premium;17092,15;10500,0;2;1120,6399999999999;244,04;0,0;581,61;0,0;0,0;0,0;183,68;844,51;103,16;179,4;3257,04;General Shopper
C000465;Cliente 0465;45,0;863,89;Guayaquil;Mass;1066,99;2500,0;1;0,0;36,92;79,36;0,0;0,0;0,0;155,84;51,76;0,0;0,0;31,09;354,96999999999997;General Shopper
C000466;Cliente 0466;36,0;766,85;Guayaquil;Mass;5963,83;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000467;Cliente 0467;61,0;3237,81;Guayaquil;Affluent;64337,36;7800,0;4;0,0;0,0;0,0;249,25;0,0;0,0;369,28;0,0;0,0;66,28;0,0;684,81;General Shopper
C000468;Cliente 0468;42,0;1276,38;Quito;Mass;61562,8;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000469;Cliente 0469;29,0;1250,19;Quito;Mass;22568,18;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000470;Cliente 0470;47,0;1118,19;Quito;Mass;2702,54;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C000471;Cliente 0471;37,0;2505,03;Desconocida;Affluent;17390,879999999997;4200,0;2;228,0;295,40999999999997;62,09;0,0;166,02;0,0;431,3;56,01;0,0;353,36;48,2;1640,39;General Shopper
C000472;Cliente 0472;48,0;2995,63;Ambato;Affluent;23845,18;7100,0;2;0,0;0,0;237,52;0,0;0,0;0,0;0,0;447,49;212,68;0,0;0,0;897,69;General Shopper
